sim_time,front_x,Z,T
27.1941,105.667,4.34757,17.2984
27.2541,105.667,4.34757,17.3366
27.3141,105.667,4.34757,17.3747
27.3741,105.667,4.34757,17.4129
27.4341,105.667,4.34757,17.4511
27.4941,105.667,4.34757,17.4892
27.5541,105.667,4.34757,17.5274
27.6141,105.667,4.34757,17.5656
27.6741,105.667,4.34757,17.6037
27.7341,105.667,4.34757,17.6419
27.7941,105.667,4.34757,17.6801
27.8541,105.667,4.34757,17.7182
27.9141,105.667,4.34757,17.7564
27.9741,105.667,4.34757,17.7946
28.0341,105.667,4.34757,17.8327
28.0941,105.667,4.34757,17.8709
28.1541,105.667,4.34757,17.9091
28.2141,105.667,4.34757,17.9472
28.2741,105.667,4.34757,17.9854
28.3341,105.667,4.34757,18.0236
28.3941,105.667,4.34757,18.0617
28.4541,105.667,4.34757,18.0999
28.5141,105.667,4.34757,18.1381
28.5741,105.667,4.34757,18.1762
28.6341,105.667,4.34757,18.2144
28.6941,105.667,4.34757,18.2526
28.7541,105.667,4.34757,18.2907
28.8141,105.667,4.34757,18.3289
28.8741,105.667,4.34757,18.3671
28.9341,105.667,4.34757,18.4052
28.9941,105.667,4.34757,18.4434
29.0541,105.667,4.34757,18.4816
29.1141,105.667,4.34757,18.5197
29.1741,105.667,4.34757,18.5579
29.2341,105.667,4.34757,18.5961
29.2941,105.667,4.34757,18.6342
29.3541,105.667,4.34757,18.6724
29.4141,105.667,4.34757,18.7106
29.4741,105.667,4.34757,18.7487
29.5341,105.667,4.34757,18.7869
29.5941,105.667,4.34757,18.8251
29.6541,105.667,4.34757,18.8632
29.7141,105.667,4.34757,18.9014
29.7741,105.667,4.34757,18.9396
29.8341,105.667,4.34757,18.9777
29.8941,105.667,4.34757,19.0159
29.9541,105.667,4.34757,19.0541
30.0141,105.667,4.34757,19.0922
30.0741,105.667,4.34757,19.1304
30.1341,105.667,4.34757,19.1686
30.1941,105.667,4.34757,19.2067
30.2541,105.667,4.34757,19.2449
30.3141,105.667,4.34757,19.2831
30.3741,105.667,4.34757,19.3212
30.4341,105.667,4.34757,19.3594
30.4941,105.667,4.34757,19.3976
30.5541,105.667,4.34757,19.4357
30.6141,105.667,4.34757,19.4739
30.6741,105.667,4.34757,19.5121
30.7341,105.667,4.34757,19.5502
30.7941,105.667,4.34757,19.5884
30.8541,105.667,4.34757,19.6266
30.9141,105.667,4.34757,19.6647
