sim_time,front_x,Z,T,cohesion,viscosity,tension
61.4932,104.522,4.32397,39.1164,0,3.14,0
61.5532,104.524,4.32402,39.1545,0,3.14,0
61.6132,104.527,4.32406,39.1927,0,3.14,0
61.6732,104.529,4.32411,39.2309,0,3.14,0
61.7332,104.531,4.32415,39.269,0,3.14,0
61.7932,104.533,4.3242,39.3072,0,3.14,0
61.8532,104.535,4.32424,39.3454,0,3.14,0
61.9132,104.537,4.32428,39.3835,0,3.14,0
61.9732,104.539,4.32432,39.4217,0,3.14,0
62.0332,104.541,4.32436,39.4599,0,3.14,0
62.0932,104.543,4.32439,39.498,0,3.14,0
62.1532,104.544,4.32443,39.5362,0,3.14,0
62.2132,104.546,4.32446,39.5744,0,3.14,0
62.2732,104.547,4.32448,39.6125,0,3.14,0
62.3332,104.548,4.32451,39.6507,0,3.14,0
62.3932,104.549,4.32453,39.6889,0,3.14,0
