sim_time,front_x,Z,T,cohesion,viscosity,tension,pressure
11.0413,105.667,4.34757,7.02344,20,3.14,20,4000
11.0893,105.667,4.34757,7.05397,20,3.14,20,4000
11.1373,105.667,4.34757,7.0845,20,3.14,20,4000
11.1853,105.667,4.34757,7.11504,20,3.14,20,4000
11.2333,105.667,4.34757,7.14557,20,3.14,20,4000
11.2813,105.667,4.34757,7.1761,20,3.14,20,4000
11.3293,105.667,4.34757,7.20664,20,3.14,20,4000
11.3773,105.667,4.34757,7.23717,20,3.14,20,4000
11.4253,105.667,4.34757,7.2677,20,3.14,20,4000
11.4733,105.667,4.34757,7.29824,20,3.14,20,4000
11.5213,105.667,4.34757,7.32877,20,3.14,20,4000
11.5693,105.667,4.34757,7.3593,20,3.14,20,4000
11.6173,105.667,4.34757,7.38983,20,3.14,20,4000
11.6653,105.667,4.34757,7.42037,20,3.14,20,4000
11.7133,105.667,4.34757,7.4509,20,3.14,20,4000
11.7613,105.667,4.34757,7.48143,20,3.14,20,4000
11.8093,105.667,4.34757,7.51197,20,3.14,20,4000
11.8573,105.667,4.34757,7.5425,20,3.14,20,4000
11.9017,105.667,4.34757,7.57077,20,3.14,20,4000
11.9497,105.667,4.34757,7.6013,20,3.14,20,4000
11.9977,105.667,4.34757,7.63183,20,3.14,20,4000
12.0451,105.667,4.34757,7.662,20,3.14,20,4000
12.092,105.667,4.34757,7.69181,20,3.14,20,4000
12.14,105.667,4.34757,7.72234,20,3.14,20,4000
12.188,105.667,4.34757,7.75287,20,3.14,20,4000
12.236,105.667,4.34757,7.78341,20,3.14,20,4000
12.284,105.667,4.34757,7.81394,20,3.14,20,4000
12.332,105.667,4.34757,7.84447,20,3.14,20,4000
12.38,105.667,4.34757,7.87501,20,3.14,20,4000
12.4261,105.667,4.34757,7.90437,20,3.14,20,4000
12.4741,105.667,4.34757,7.93491,20,3.14,20,4000
12.5221,105.667,4.34757,7.96544,20,3.14,20,4000
12.5701,105.667,4.34757,7.99597,20,3.14,20,4000
